descripcion;income_source;derived
DESMONTE;Centro de Monitoreo;No Delictivo
BASURA Y DESMONTE;Centro de Monitoreo;No Delictivo
BASURA DESMONTE;Centro de Monitoreo;No Delictivo
DDD;Centro de Monitoreo;No Delictivo
KK;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
FALLA DE CAMARA DE VIGILANCIA;Centro de Monitoreo;No Delictivo
DESMONTE EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
TIPO: INFORMACION DEL SERVICIO DENOMINACION: CONSUMO DE TABACO (CIGARRO);Centro de Monitoreo;No Delictivo
OPERATIVO Y RESGUARDO DEL PARQUE ARMATAMBO;Centro de Monitoreo;No Delictivo
BASURA Y ARROJO DE MALEZA;Centro de Monitoreo;No Delictivo
PRESUNTA AGRESION A FEMINA;Centro de Monitoreo;No Delictivo
BASURA CON DESMONTE Y MALEZA;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN VIA PUBLICA;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
DDDD;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
SS;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
ESCUADRON VERDE;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
MALEZA;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTO;Centro de Monitoreo;No Delictivo
OPERATIVO SERENAZGO MATELLINI SEGURO;Centro de Monitoreo;No Delictivo
BASURA Y DESMONTE;Centro de Monitoreo;No Delictivo
CONSIGNA PARQUE FATIMA;Centro de Monitoreo;No Delictivo
BASURA CON MALEZA;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
RESIDUOS;Centro de Monitoreo;No Delictivo
APOYO CONSIGNA ARMATAMBO;Centro de Monitoreo;No Delictivo
BASURA CON MALEZA;Centro de Monitoreo;No Delictivo
SDSD;Centro de Monitoreo;No Delictivo
OP JULIA ESPINOZA-RESIDUOS SOLIDOS EN VIA PUBLICA;Centro de Monitoreo;No Delictivo
TIPO: ARROJO DE BASURA, DESMONTE Y/O MALEZA DENOMINACION: ARROJO DE DEMSONTE Y RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
RESGUARDO PQ. ARMATAMBO;Centro de Monitoreo;No Delictivo
TIPO: INFORMACION DEL SERVICIO DENOMINACION: SOLICITA REGADO DE AREAS VERDES;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
TIPO: RUIDOS POR TRABAJOS EN VIVIENDAS DENOMINACION: RUIDOS POR TRABAJOS EN VIVIENDAS;Centro de Monitoreo;No Delictivo
TIPO: VEHICULOS MAL ESTACIONADOS DENOMINACION: CAMION DE ABASTECIMIENTO ESTACIONADO ZONA RIGIDA;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
TIPO: CONSUMO DE LICOR EN LA VIA PUBLICA O INTERIOR DE VEHICULO DENOMINACION: CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
BASURA CON DESMONTE;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
BASURA CON MALEZA;Centro de Monitoreo;No Delictivo
CAMARA CAIDA;Centro de Monitoreo;No Delictivo
PATRULLAJE INTEGRADO/INCONCLUSO - D34;Centro de Monitoreo;No Delictivo
BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
OPERATIVO IMPACTO SAN GENARO;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTOS POR FABRICA MOVIENDO COSAS, ENTRANDO Y SALIENDO VEHICULOS;Centro de Monitoreo;No Delictivo
OP: KENDRIC BARBOZA - OPERATIVO CONJUNTO PNP - ESCUADRON VERDE ZONA SUR Y GERENCIA DE SEGURIDAD CIUDADANA;Centro de Monitoreo;No Delictivo
OP: KENDRIC BARBOZA - OPERATIVO CONSIGNA LOZA DEPORTIVA CALEDONIA;Centro de Monitoreo;No Delictivo
GRESCA DE PAREJA;Centro de Monitoreo;No Delictivo
INDIGENTE OCUPANDO Y MOLESTANDO PROPIEDAD PRIVADA;Centro de Monitoreo;No Delictivo
OP JULIA ESPINOZA-PRESUNTA GRESCA EN LOCAL COMERCIAL;Centro de Monitoreo;No Delictivo
OP JULIA ESPINOZA-DESMONTE EN VIA PUBLICA;Centro de Monitoreo;No Delictivo
OPERATIVO MATELLINI SEGURO;Centro de Monitoreo;No Delictivo
RESGUARDO BRIGADA CANINA PQ FATIMA;Centro de Monitoreo;No Delictivo
SUJETO INTERNADO EN EL HOSPITAL REBAGLIATEGUI;Centro de Monitoreo;No Delictivo
GRESCA;Centro de Monitoreo;No Delictivo
CONSUMO DE BEBIDAD ALCOHOLICAS;Centro de Monitoreo;No Delictivo
ADADA;Centro de Monitoreo;No Delictivo
OP JULIA ESPINOZA-PERSONAS BEBIENDO LICOR VIA PUBLICA;Centro de Monitoreo;No Delictivo
VISITA DE PRENSA;Centro de Monitoreo;No Delictivo
SEMAFORO INOPERATIVO;Centro de Monitoreo;No Delictivo
MOTO ES LLEVADA A LA CIA DE HUAYLAS PARA LA IDENTIFICACIÓN CORRESPONDIENTE;Centro de Monitoreo;No Delictivo
ORATE DORMITANTE;Centro de Monitoreo;No Delictivo
PATRULLAJE NO REALIZADO;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
COMERCIO AMBULATORIO;Centro de Monitoreo;No Delictivo
INTEGRADO UU.MM. N°29 CON LA COMISARIA DE MATEO PUMACAHUA;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
OPERATIVO SERENAZGO;Centro de Monitoreo;No Delictivo
RESGUARDO DEL BOSQUE ENCANTADO;Centro de Monitoreo;No Delictivo
02 CAMARAS INOPERATIVAS Y 01 CAMARA ESTATICA;Centro de Monitoreo;No Delictivo
RESGUARDO;Centro de Monitoreo;No Delictivo
RUIDO MOLESTO;Centro de Monitoreo;No Delictivo
NO SE REALIZO PATRULLAJE INTEGRADO;Centro de Monitoreo;No Delictivo
FALLA DE MONITOREO;Centro de Monitoreo;No Delictivo
SUJETOS EM CONSUMO;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
GRUPOS DE PERSONAS INGRESAN A LA LOZA DEPORTIVA(INFRAESTRUCTURA EN MAL ESTADO);Centro de Monitoreo;No Delictivo
MALEZA VERDE;Centro de Monitoreo;No Delictivo
BARRAS BRAVAS (CAMPEONATO);Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
DESPISTE DE UNA MOTO LINEAL (02 HERIDOS);Centro de Monitoreo;No Delictivo
TTTT;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
HURTO;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
COMERCIO AMBULATORIO;Centro de Monitoreo;No Delictivo
ARROJO DE DESMONTE;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
COMERCIO AMBULATORIO;Centro de Monitoreo;No Delictivo
SUJETO EN CONSUMO DE LICOR;Centro de Monitoreo;No Delictivo
RISIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTOS POR MUSICA;Centro de Monitoreo;No Delictivo
F;Centro de Monitoreo;No Delictivo
RECUPERACION DE ESPACIOS PUBLICOS;Centro de Monitoreo;No Delictivo
SUJETO EN CONSUMO DE LICOR;Centro de Monitoreo;No Delictivo
CAMARA INOPERATIVA;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
FFF;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
MALEZA VERDE;Centro de Monitoreo;No Delictivo
GRESCA;Centro de Monitoreo;No Delictivo
IMPACTO VISUAL;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
OPERATIVO MATELLINI SEGURO;Centro de Monitoreo;No Delictivo
MENOR AHOGADO EN LA PLAYA AGUA DULCE;Centro de Monitoreo;No Delictivo
WDEW;Centro de Monitoreo;No Delictivo
OPERATIVO FISCALIA;Centro de Monitoreo;No Delictivo
OP: KENDRIC BARBOZA - CAMARA INOPERATIVA;Centro de Monitoreo;No Delictivo
ROBO (TANQUE DE AGUA);Centro de Monitoreo;No Delictivo
PATRULLAJE POR AGUA DULCE;Centro de Monitoreo;No Delictivo
BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
RONDA POR CONCIERTO Y CONSUMO DE ALCOHOL;Centro de Monitoreo;No Delictivo
COMERCIO AMBULATORIO (TATUAJES, HELADOS Y ALGODONES DE AZUCAR);Centro de Monitoreo;No Delictivo
CARPA VERDE Y COMERCIO AMBULATORIO (CHURROS);Centro de Monitoreo;No Delictivo
JJ;Centro de Monitoreo;No Delictivo
RESGUARDO AL PARQUE ARMATAMBO (BRIGADA CANINA);Centro de Monitoreo;No Delictivo
INTEGRADO UU.MM. N°34 CON LA COMISARIA DE CHORRILLOS;Centro de Monitoreo;No Delictivo
INDIGENTE DIAMBULANDO;Centro de Monitoreo;No Delictivo
CHOQUE VEHICULAR / DAÑOS MATERIALES Y PERSONALES;Centro de Monitoreo;No Delictivo
ERRADICACION DE CARPAS;Centro de Monitoreo;No Delictivo
MALEZA;Centro de Monitoreo;No Delictivo
BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
APOYO A VECINO;Centro de Monitoreo;No Delictivo
CHOQUE;Centro de Monitoreo;No Delictivo
APOYO A RESGUARDO SAMOA;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTOS Y CONSUMO DE BEBIDAS // INDICA EL VECINO QUE ES UNA FIESTA;Centro de Monitoreo;No Delictivo
BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
EDWDC;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTOS MUSICA;Centro de Monitoreo;No Delictivo
FF;Centro de Monitoreo;No Delictivo
5;Centro de Monitoreo;No Delictivo
FALLA DE MONITOREO;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
FAROLA INOPERATIVA;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA, DESMONTE Y/O MALEZA;Centro de Monitoreo;No Delictivo
SERVICIO;Centro de Monitoreo;No Delictivo
CATERIANAS MAL ESTADO;Centro de Monitoreo;No Delictivo
ANIEGO;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA, DESMONTE Y/O MALEZA;Centro de Monitoreo;No Delictivo
REPORTAN PRESUNTO ROBO EN PROCESO;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA, DESMONTE Y/O MALEZA;Centro de Monitoreo;No Delictivo
RESIUDOS SOLIDOS;Centro de Monitoreo;No Delictivo
EVENTO DE MUSICA;Centro de Monitoreo;No Delictivo
CÁMARA INOPERATIVA;Centro de Monitoreo;No Delictivo
DSDSA;Centro de Monitoreo;No Delictivo
RESIDUSO SOLIDOS;Centro de Monitoreo;No Delictivo
DESMONTE Y MALEZA EN LA VÍA PÚBLICA;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS CON DESMONTE;Centro de Monitoreo;No Delictivo
ACCIDENTE VEHICULAR;Centro de Monitoreo;No Delictivo
DESPISTE DE MOTO LINEAL;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
VEHICULO EN ACTITUD SOSPECHOSO;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
DESMONTE Y MALEZA EN LA VÍA PÚBLICA;Centro de Monitoreo;No Delictivo
OPER:KIMBERLYB - CAMARA INOPERATIVA;Centro de Monitoreo;No Delictivo
RUIDOS MOLESTOS POR FIESTA;Centro de Monitoreo;No Delictivo
D;Centro de Monitoreo;No Delictivo
CONSUMO DE ALCOHOL;Centro de Monitoreo;No Delictivo
UU;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA, DESMONTE Y/O MALEZA;Centro de Monitoreo;No Delictivo
FALLA DE MONITOREO;Centro de Monitoreo;No Delictivo
MALEZA EN PARQUE;Centro de Monitoreo;No Delictivo
OPERATIVO Y RESGUARDO DEL PARQUE ARMATAMBO;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
INFORMACION DE SERVICIOS;Centro de Monitoreo;No Delictivo
DESMONTE EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
H- 93 FIGUEROA FLORES;Centro de Monitoreo;No Delictivo
TIPO: INFORMACION DEL SERVICIO   DENOMINACIÓN: ERRADICACION DE COMERCIO AMBULATORIO ;Centro de Monitoreo;No Delictivo
OPERATIVO DE SERENAZGO DINAMICO;Centro de Monitoreo;No Delictivo
SDS;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
MALEZA;Centro de Monitoreo;No Delictivo
DESMONTE EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
SUJETOS EN CONSUMO DE BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
PLAN ESCUELA SEGURA SECTOR 2;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
DESMONTE VIA PUBLICA;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
SUJETOS EN CONSUMO DE BEBIDAS ALCOHOLICAS;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
ARROJO DE MALEZA;Centro de Monitoreo;No Delictivo
SS;Centro de Monitoreo;No Delictivo
OPERATIVO EN CONJUNTO CON UNIDADES ESPECIALIZADAS;Centro de Monitoreo;No Delictivo
KK;Centro de Monitoreo;No Delictivo
PATRULLAJE INTEGRADO;Centro de Monitoreo;No Delictivo
COLEGIO 3;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO / TIENDA VENDIENDO LICOR;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
ARMATAMBO;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
PERSONA DORMITANTE;Centro de Monitoreo;No Delictivo
SE VISUALIZA CAJON DE MADERA;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
MALEZA;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR EN LA VIA PUBLICA;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
DD;Centro de Monitoreo;No Delictivo
VEHICULO MAL ESTACIONADO;Centro de Monitoreo;No Delictivo
PATRULLAJE INTEGRADO/INCONCLUSO - D27;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
SE VISUALIZA ARROJO DE MALEZA;Centro de Monitoreo;No Delictivo
NOVEDAD DE SERVICIO;Centro de Monitoreo;No Delictivo
SUJETO SE ENCUENTRA DORMITANDO EN LA VIA PUBLICA .;Centro de Monitoreo;No Delictivo
SUJETOS EN CONSUMO DE BEBIDAS ALCOHOLICAS Y CAUSANDO RUIDOS MOLESTOS .;Centro de Monitoreo;No Delictivo
CONSUMO DE LICOR Y BULLA EXCESIVA;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
VEHICULO MAL ESTACIONADO;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
RESGUARDO APOYO CONSIGNA LOZA DEPORTIVA CALEDONIA ;Centro de Monitoreo;No Delictivo
PRUEBA ARDUINO;Centro de Monitoreo;No Delictivo
OPERATIVO BRIGADA CANINA;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
APOYO A RESGUARDO DE BRIGADA CANINA;Centro de Monitoreo;No Delictivo
ACTIVACION DE ALARMA;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
SIN INTEGRAD SECTOR 5;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
RESGUARDO ANIVERSARIO;Centro de Monitoreo;No Delictivo
INFORMACION DEL SERVICIO;Centro de Monitoreo;No Delictivo
AUXILIO MEDICO - HERIDO POR CAIDA;Centro de Monitoreo;No Delictivo
FF;Centro de Monitoreo;No Delictivo
DD;Centro de Monitoreo;No Delictivo
HH;Centro de Monitoreo;No Delictivo
APOYO A VECINO;Centro de Monitoreo;No Delictivo
FALLA DE CAMARA DE VIGILANCIA;Centro de Monitoreo;No Delictivo
EVENTO PARKFEST;Centro de Monitoreo;No Delictivo
VEREDAS EN MAL ESTADO;Centro de Monitoreo;No Delictivo
COMERCIO AMBULATORIO;Centro de Monitoreo;No Delictivo
FALLA DE MONITOREO;Centro de Monitoreo;No Delictivo
ARROJO DE BASURA;Centro de Monitoreo;No Delictivo
SE DA INICIO AL PATRULLAJE INTEGRADO;Centro de Monitoreo;No Delictivo
CAMARA INOPERATIVA;Centro de Monitoreo;No Delictivo
BASURA;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
GRABACIONES AL AIRE LIBRE;Centro de Monitoreo;No Delictivo
DORMITANTE;Centro de Monitoreo;No Delictivo
BASURA;Centro de Monitoreo;No Delictivo
PODA DE ARBOL;Centro de Monitoreo;No Delictivo
SOLICITUD DE PATRULLAJE;Centro de Monitoreo;No Delictivo
AUTO EN VEREDA;Centro de Monitoreo;No Delictivo
ARROJO DE DESMONTE;Centro de Monitoreo;No Delictivo
CATERIANA CAIDA;Centro de Monitoreo;No Delictivo
ARROJO DE DESMONTE;Centro de Monitoreo;No Delictivo
RESIDUOS SOLIDOS;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
BASURA;Centro de Monitoreo;No Delictivo
ARROJO DE DESMONTE;Centro de Monitoreo;No Delictivo
DESMONTE;Centro de Monitoreo;No Delictivo
SDASDASD;Centro de Monitoreo;No Delictivo
IZAMIENTO;Centro de Monitoreo;No Delictivo
PODA DE ARBOL;Centro de Monitoreo;No Delictivo
CAMARA CAIDA;Centro de Monitoreo;No Delictivo
VEHICULOS ESTACIONADOS EN ZONA RIGIDA;Centro de Monitoreo;No Delictivo
RESGUARDO;Centro de Monitoreo;No Delictivo
MOTO ABANDONADO;Centro de Monitoreo;No Delictivo
SUJETO DORMITANDO EN LA VIA PUIBLICA;Centro de Monitoreo;No Delictivo
RESGUARDO;Centro de Monitoreo;No Delictivo
